品类,标准合同一级科目,标准合同二级科目,标准合同名称,标准合同编号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,装修材料采购费,卫生器具采购合同,BZJCSS-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,装修材料采购费,吸声材料采购合同,BZJCSS-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,装修材料采购费,水泥类板材采购合同,BZJCSS-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,装修材料采购费,瓷砖材料采购合同,BZJCSS-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,装修材料采购费,轻质条板材料采购合同,BZJCSS-221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,装饰工程材料费,装饰工程材料采购合同,BZJCSS-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,试验室设备采购费,实验室设备采购合同,BZJCSS-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,路基材料采购费,路基处理材料采购合同,BZJCSS-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,轨道材料费,预埋槽道及配套T型螺栓采购合同,BZJCSS-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢板采购费,钢板采购合同,BZJCSS-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,成品马镫等物资采购合同,BZJCSS-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,波纹管供货合同,BZJCSS-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,钢筋供应合同,BZJCSS-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,钢筋接头供货合同,BZJCSS-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,钢筋网片供货合同,BZJCSS-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,钢筋连接器供货合同,BZJCSS-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,锚具供货合同,BZJCSS-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢筋钢绞线采购费,预应力钢绞线供货合同,BZJCSS-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢结构构件采购费,压型钢板供货合同,BZJCSS-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢结构构件采购费,活动板房采购合同,BZJCSS-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢结构构件采购费,焊钉供货合同,BZJCSS-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢结构构件采购费,钢材供货合同,BZJCSS-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,钢结构构件采购费,高强螺栓供货合同,BZJCSS-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,防水材料采购费,防水卷材供货合同,BZJCSS-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,防腐材料采购费,防腐涂料采购合同,BZJCSS-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,预制构件采购费,预制构件供货合同,BZJCSS-153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,预制构件采购费,预制构件灌浆料供货合同,BZJCSS-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,预拌砂浆采购费,干拌砂浆采购合同,BZJCSS-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,预拌砂浆采购费,湿拌砂浆采购合同,BZJCSS-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装分包工程费,保温工程费,空调水保温工程分包合同,BZAZ-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装分包工程费,柴发系统工程费,柴油发电机分包合同,BZAZ-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装分包工程费,精装修工程费,功能性地板供货安装合同,BZAZ-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装分包工程费,精装修工程费,壁纸、地毯等供货安装合同,BZAZ-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装分包工程费,虹吸雨水工程费,虹吸雨水分包合同,BZAZ-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,PDU采购费,PDU供货合同,BZAZ-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,不锈钢管及管件采购费,不锈钢管及管件供货合同,BZAZ-073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,不锈钢管及管件采购费,厚壁不锈钢管及管件供货合同,BZAZ-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,不锈钢管及管件采购费,薄壁不锈钢管及管件供货合同,BZAZ-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,保温及绝热材料采购费,保温及绝热材料供货合同,BZAZ-066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,储能材料设备采购费,储能材料设备供货合同,BZAZ-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,光伏材料设备采购费,光伏材料设备供货合同,BZAZ-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,减震器采购费,减震器供货合同,BZAZ-090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,分集水器采购费,分集水器供货合同,BZAZ-039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,卫生洁具及五金采购费,卫生洁具及五金供货合同,BZAZ-088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,厨房材料设备采购费,厨房材料设备供货合同,BZAZ-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,垃圾处理材料设备采购费,垃圾处理材料设备供货合同,BZAZ-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,复合管材及管件采购费,保温管道及管件供货合同,BZAZ-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,复合管材及管件采购费,复合管材及管件供货合同,BZAZ-072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,复合管材及管件采购费,涂塑管及管件供货合同,BZAZ-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,复合管材及管件采购费,铝合金衬塑管,BZAZ-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,小市政工程材料设备采购费,小市政工程材料设备供货合同,BZAZ-094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,抗震支架采购费,抗震支架供货合同,BZAZ-095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,抗震支架采购费,抗震支架及成品支架供货合同,BZAZ-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,散热器采购费,散热器供货合同,BZAZ-089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,标识标牌采购费,标识标牌供货合同,BZAZ-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,桥架及配件采购费,桥架及配件供货合同,BZAZ-081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,桥架及配件采购费,网格桥架及配件供货合同,BZAZ-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,桥架及配件采购费,走线架及配件供货合同,BZAZ-153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,正式工程办公家具采购费,正式工程办公家具供货合同,BZAZ-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,母线及配件采购费,母线及配件供货合同,BZAZ-080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,母线及配件采购费,铜母线及配件供货合同,BZAZ-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,母线及配件采购费,铝/铝合金母线及配件供货合同,BZAZ-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,水系统软接采购费,水系统软接供货合同,BZAZ-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,沟槽件采购费,沟槽件采购合同,BZAZ-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,洁净设备采购费,洁净设备供货合同,BZAZ-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,消声器/消声静压箱/静压箱采购费,消声器/消声静压箱/静压箱供货合同,BZAZ-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,消防材料采购费,消防材料供货合同,BZAZ-092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,灯具开关插座采购费,应急灯具供货合同,BZAZ-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,灯具开关插座采购费,灯具开关插座供货合同,BZAZ-075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,灯具开关插座采购费,精装区灯具开关插座供货合同,BZAZ-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,灯具开关插座采购费,路灯及景观照明灯具供货合同,BZAZ-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,灯具开关插座采购费,非精装区灯具开关插座供货合同,BZAZ-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,热水器采购费（电热水器、开水器）,热水器供货合同,BZAZ-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,热通道采购费,热通道采购合同,BZAZ-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,电线电缆及附属材料采购费,电线电缆及附属材料供货合同,BZAZ-076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,电线电缆及附属材料采购费,电线电缆附属材料供货合同,BZAZ-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,电线电缆及附属材料采购费,铜材质电线电缆供货合同,BZAZ-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,电线电缆及附属材料采购费,铜材质高压电缆供货合同,BZAZ-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,电线电缆及附属材料采购费,铝及铝合金材质电线电缆供货合同,BZAZ-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,监控系统采购费,监控系统供货合同,BZAZ-096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,租赁工程费,机械租赁,BZAZ-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,租赁工程费,物资租赁,BZAZ-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,线缆保护管及附件采购费,线缆保护管及附件供货合同,BZAZ-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,蒸汽材料设备采购费,蒸汽材料设备供货合同,BZAZ-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,蓄冰系统采购费,蓄冰系统供货合同,BZAZ-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,虹吸雨水采购费,虹吸雨水供货合同,BZAZ-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,装修材料采购费,轻质条板材料采购合同,BZAZ-099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,装修材料采购费,防火板材料采购合同,BZAZ-098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,计量仪表采购费,计量仪表供货合同,BZAZ-087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,避雷针采购费,避雷针供货合同,BZAZ-079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢型材采购费,钢型材供货合同,BZAZ-070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢板材采购费,不锈钢板材供货合同,BZAZ-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢板材采购费,其他钢板供货合同,BZAZ-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢板材采购费,钢板材供货合同,BZAZ-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢板材采购费,铝板材供货合同,BZAZ-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢板材采购费,镀锌钢板材供货合同,BZAZ-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢管材采购费,碳钢管件,BZAZ-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢管材采购费,金属电线管,BZAZ-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢管材采购费,钢管材供货合同,BZAZ-069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,钢结构采购费,钢结构供货合同,BZAZ-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,铜管及管件采购费,铜管及管件供货合同,BZAZ-074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,铸铁管及管件采购费,灰铸铁管及管件供货合同,BZAZ-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,铸铁管及管件采购费,球墨铸铁管及管件供货合同,BZAZ-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,铸铁管及管件采购费,铸铁管及管件供货合同,BZAZ-086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,阀门采购费,流体系统手动大阀门供货合同,BZAZ-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,阀门采购费,流体系统电动阀及平衡阀供货合同,BZAZ-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,阀门采购费,铜阀供货合同,BZAZ-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,阀门采购费,阀门供货合同,BZAZ-067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,防火堵料采购费,防火堵料供货合同,BZAZ-078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,防火堵料采购费,防火材料供货合同,BZAZ-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,防雷等电位接地采购费,防雷等电位接地供货合同,BZAZ-077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,非金属管材及管件采购费,美标非金属管材及管件供货合同,BZAZ-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,非金属管材及管件采购费,非金属管材及管件供货合同,BZAZ-071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风口采购费,风口供货合同,BZAZ-085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风口采购费,风口风阀供货合同,BZAZ-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风淋室、 货淋室采购费,风淋室、 货淋室采购合同,BZAZ-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风电材料设备采购费,风电材料设备供货合同,BZAZ-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风管及软风管采购费,复合风管供货合同,BZAZ-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风管及软风管采购费,普通风管供货合同,BZAZ-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风管及软风管采购费,软风管供货合同,BZAZ-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风管及软风管采购费,风管及软风管供货合同,BZAZ-084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风管及软风管采购费,风管软接供货合同,BZAZ-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风阀水阀执行器采购费,风阀水阀执行器供货合同,BZAZ-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,安装材料采购费,风阀采购费,风阀供货合同,BZAZ-083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,工程建设其他费,市政公用设施费,市政公用设施合同,BZKB-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,其他零星机械费,变压器租赁合同,BZJCSS-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,其他零星机械费,汽车衡检修服务合同,BZKB-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,其他零星机械费,燃料采购合同（仅适用动臂塔吊）,BZKB-094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,垂直运输机械费,大型机械预埋件采购合同,BZKB-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,大临设施费,贝雷片租赁合同,BZJCSS-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,盾构设备租赁费,盾构机及后配套租赁合同,BZKB-099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,安全网采购合同,BZKB-091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,定制类悬挑构件租赁合同,BZKB-153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,成品紧固件租赁合同,BZKB-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,架料租赁合同,BZKB-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,架料采购合同,BZKB-054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,爬架租赁及服务合同,BZKB-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体周转架料体系,钢笆网片采购合同,BZKB-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,型钢背楞租赁合同,BZKB-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,对拉螺杆采购合同,BZKB-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,快易收口网采购合同,BZKB-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,木方齿接分包合同,BZKB-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,木材采购合同,BZKB-042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,模壳租赁合同,BZKB-067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,模壳采购合同,BZKB-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,混凝土预制模板采购合同,BZKB-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,钢模板加工分包合同,BZKB-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,钢模板租赁合同,BZKB-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,钢模板采购合同,BZKB-045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,铝合金模板供货及回收合同,BZKB-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工技术措施费,非实体模板背楞体系,铝模板租赁合同,BZKB-065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临建混凝土采购合同,BZKB-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临建苗木采购合同,BZKB-085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临时供暖租赁合同,BZKB-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临时办公区、生活区房屋租赁合同,BZKB-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临时场地租赁合同,BZKB-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临时大门围挡供货及安装合同,BZKB-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临时活动厕所供货及安装合同,BZKB-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临时消防产品采购合同,BZKB-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临水水泵采购合同,BZKB-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临电电缆采购合同,BZKB-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,临电配电箱采购合同,BZKB-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,其他临建材料供货及安装合同（仅限临时设施费科目下未包含的标准合同）,BZKB-081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,发电机租赁合同,BZKB-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,活动板房供货及安装合同,BZKB-097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,活动板房租赁合同,BZKB-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,空调租赁合同,BZKB-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,钢板租赁合同,BZKB-096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,临时设施费,门禁、物料验收系统供货及安装合同,BZKB-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,冬雨季施工增加费,冬雨季施工增加费合同,BZKB-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,安全施工费,安全用品采购合同,BZKB-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,安全施工费,施工电梯门供货及安装合同,BZKB-035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,安全施工费,标准化设施供货及安装合同,BZKB-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,文明施工费,CI标志标牌供货及安装合同,BZKB-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,施工组织措施费,环境保护费,防尘设施（设备）供货及安装合同,BZKB-087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,企业管理费,现场经费,办公设备租赁合同,BZXCJF-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,土建分包工程费,主体结构工程费,境外中小型机具采购合同,BZFJ-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,土建分包工程费,二次结构及粗装修工程费,境外中小型机具采购合同,BZFJ-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,土建分包工程费,交安工程费,机械车位施工分包合同,BZFJ-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,土建分包工程费,桩基础工程费,桩基机械租赁及服务合同,BZKB-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,土建分包工程费,金属结构工程费,钢结构专用吊车租赁及服务合同,BZKB-095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施分包工程费,桥涵工程费,桥梁主体结构分包合同,BZJCSS-073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施分包工程费,桩基础工程费,钻孔灌注桩分包合同,BZJCSS-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施分包工程费,道路工程费,大型机械设备租赁,BZJCSS-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
